Protein_id,Gene_id,Gene_name,Protein,Chromosome,Location
AAK88955.2,Atu4487,no name,"ABC transporter, nucleotide binding/ATPase protein",AE007870.2,1633274-1634314
AAK88954.1,Atu4488,no name,"ABC transporter, membrane spanning protein",AE007870.2,1634304-1634972
AAK88953.1,Atu4489,no name,outer membrane lipoprotein,AE007870.2,1635024-1635803
AAK88952.2,Atu4490,no name,GGDEF family protein,AE007870.2,1636040-1638244
AAK88951.2,Atu4491,no name,conserved hypothetical protein,AE007870.2,complement(1638468-1639412)
AAK88950.2,Atu4492,no name,conserved hypothetical protein,AE007870.2,complement(1639697-1640605)
AAK88949.1,Atu4493,no name,conserved hypothetical protein,AE007870.2,complement(1640589-1641077)
AAK88948.2,Atu4494,kdgA,keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase,AE007870.2,1641249-1641887
AAK88947.2,Atu4495,no name,conserved hypothetical protein,AE007870.2,1642010-1642705
AAK88946.2,Atu4496,no name,acetyltransferase,AE007870.2,1642963-1643655
AAK88945.1,Atu4497,no name,hypothetical protein,AE007870.2,1643642-1643887
AAK88944.1,Atu4498,no name,conserved hypothetical protein,AE007870.2,complement(1643968-1645017)
AAK88943.2,Atu4499,no name,conserved hypothetical protein,AE007870.2,complement(1645011-1645778)
AAK88942.1,Atu4500,setA,MFS permease,AE007870.2,1645850-1647082
AAK88941.1,Atu4501,no name,conserved hypothetical protein,AE007870.2,complement(1647295-1648287)
AAK88940.1,Atu4502,cobW,cobalamin synthesis protein,AE007870.2,complement(1648772-1649899)
AAK88939.1,Atu4503,no name,creatinine amidohydrolase,AE007870.2,complement(1650015-1650815)
AAK88938.2,Atu4504,no name,"transcriptional regulator, MarR family",AE007870.2,1650895-1651404
AAK88937.2,Atu4505,pckR,"transcriptional regulator, LacI family",AE007870.2,1651537-1652559
AAK88936.1,Atu4506,no name,hypothetical protein,AE007870.2,1652752-1652979
AAK88935.1,Atu4507,no name,dehydrogenase,AE007870.2,1653012-1653974
AAK88934.1,Atu4508,no name,oxoreductase,AE007870.2,complement(1654109-1655236)
AAK88933.1,Atu4509,iolB,conserved hypothetical protein,AE007870.2,complement(1655460-1656272)
AAK88932.1,Atu4510,iolE,conserved hypothetical protein,AE007870.2,complement(1656372-1657280)
AAK88931.1,Atu4511,iolD,acetolactate synthase,AE007870.2,complement(1657282-1659108)
AAK88930.2,Atu4512,iolC,myo-inositol catabolism IolC protein,AE007870.2,complement(1659105-1660940)
AAK88929.2,Atu4514,no name,"transcriptional regulator, RpiR family",AE007870.2,complement(1661227-1662042)
AAK88928.2,Atu4515,livF,"ABC transporter, nucleotide binding/ATPase protein (branched chain amino acid)",AE007870.2,complement(1662144-1662860)
AAK88927.1,Atu4516,livG,"ABC transporter, nucleotide binding/ATPase protein (branched chain amino acid)",AE007870.2,complement(1662841-1663605)
AAK88926.1,Atu4517,livM,"ABC transporter, membrane spanning protein (branched chain amino acid)",AE007870.2,complement(1663602-1664609)
AAK88925.2,Atu4518,livH,"ABC transporter, membrane spanning protein (branched chain amino acid)",AE007870.2,complement(1664611-1665474)
AAK88924.2,Atu4519,livJ,"ABC transporter, substrate binding protein (branched amino acid)",AE007870.2,complement(1665565-1666737)
AAK88923.2,Atu8198,no name,conserved hypothetical protein,AE007870.2,1667077-1667451
AAK88922.1,Atu4521,no name,"transcriptional regulator, AraC family",AE007870.2,complement(1667535-1668359)
AAK88921.1,Atu4522,no name,hypothetical protein,AE007870.2,complement(1668480-1670213)
AAK88920.2,Atu4523,no name,"ABC transporter, membrane spanning protein (oligopeptide)",AE007870.2,complement(1670219-1671067)
AAK88919.2,Atu4524,no name,"ABC transporter, membrane spanning protein (oligopeptide)",AE007870.2,complement(1671074-1671868)
AAK88918.1,Atu4525,no name,"ABC transporter, substrate binding protein (oligopeptide)",AE007870.2,complement(1672088-1673623)
AAK88917.1,Atu4526,no name,"ABC transporter, nucleotide binding/ATPase protein",AE007870.2,complement(1673665-1675485)
AAL45321.1,Atu4527,no name,hypothetical protein,AE007870.2,1675567-1675728
AAK88916.1,Atu8041,no name,hypothetical protein,AE007870.2,1675753-1675908
AAK88915.1,Atu4528,no name,conserved hypothetical protein,AE007870.2,1676076-1676378
AAK88914.2,Atu4529,no name,conserved hypothetical protein,AE007870.2,complement(1676442-1678343)
AAK88913.2,Atu4530,no name,"transcriptional regulator, TetR family",AE007870.2,1678465-1679157
AAK88912.2,Atu4531,aroQ,3-dehydroquinate dehydratase,AE007870.2,complement(1679132-1679575)
AAK88911.1,Atu4532,aroE,shikimate 5-dehydrogenase,AE007870.2,complement(1679572-1680441)
AAK88910.2,Atu4533,no name,"ABC transporter, nucleotide binding/ATPase protein (amino acid)",AE007870.2,complement(1680513-1681274)
AAK88909.1,Atu4534,no name,"ABC transporter, substrate binding protein (amino acid)",AE007870.2,complement(1681305-1682141)
AAK88908.2,Atu4535,no name,"ABC transporter, substrate binding protein (amino acid)",AE007870.2,complement(1682178-1683017)
AAK88907.1,Atu4536,no name,"ABC transporter, membrane spanning protein (amino acid)",AE007870.2,complement(1683061-1683711)
AAK88906.2,Atu4537,no name,"ABC transporter, membrane spanning protein (amino acid)",AE007870.2,complement(1683722-1684390)
AAK88905.1,Atu4538,pcaB,"3-carboxy-cis,cis-muconate cycloisomerase",AE007870.2,complement(1684759-1685820)
AAK88904.1,Atu4539,pcaG,"protocatechuate 3,4-dioxygenase alpha chain",AE007870.2,complement(1685833-1686453)
AAK88903.1,Atu4540,pcaH,"protocatechuate 3,4-dioxygenase beta chain",AE007870.2,complement(1686456-1687196)
AAK88902.1,Atu4541,pcaC,carboxymuconolactone decarboxylase,AE007870.2,complement(1687193-1687627)
AAK88901.1,Atu4542,pcaD,beta-ketoadipate enol-lactone hydrolase,AE007870.2,complement(1687631-1688428)
AAK88900.2,Atu4543,pcaQ,"transcriptional regulator, LysR family",AE007870.2,1688524-1689459
AAK88899.2,Atu4544,pobA,4-hydroxybenzoate hydroxylase,AE007870.2,complement(1689531-1690703)
AAK88898.2,Atu4545,pobR,"transcriptional regulator, AraC family",AE007870.2,1690822-1691745
AAK88897.2,Atu4546,pcaR,"transcriptional regulator, IclR family",AE007870.2,complement(1691715-1692476)
AAK88896.1,Atu4547,pcaI,3-oxoadipate CoA-transferase subunit A,AE007870.2,1692615-1693322
AAK88895.1,Atu4548,pcaJ,3-oxoadipate CoA-transferase subunit B,AE007870.2,1693319-1694014
AAK88894.2,Atu4549,pcaF,beta-ketoadipyl CoA thiolase,AE007870.2,1694025-1695230
AAK88893.2,Atu4550,no name,"transcriptional regulator, LacI family",AE007870.2,1695677-1696705
AAK88892.2,Atu4551,no name,"ABC transporter, substrate binding protein",AE007870.2,1696990-1697931
AAK88891.1,Atu4552,no name,"ABC transporter, substrate binding protein",AE007870.2,1698068-1698991
AAK88890.1,Atu4553,iolH,myo-inositol catabolism protein,AE007870.2,1699041-1699937
AAK88889.2,Atu4554,iolG,myo-inositol 2-dehydrogenase,AE007870.2,1699948-1700958
AAK88888.2,Atu4555,no name,conserved hypothetical protein,AE007870.2,1700967-1701752
AAK88887.1,Atu4556,purR,"transcriptional regulator, LacI family",AE007870.2,1701944-1703005
AAK88886.2,Atu4557,no name,"ABC transporter, membrane spanning protein (sugar)",AE007870.2,complement(1703015-1703794)
AAK88885.2,Atu4558,no name,"ABC transporter, membrane spanning protein (sugar)",AE007870.2,complement(1704067-1705062)
AAK88884.2,Atu4559,no name,"ABC transporter, nucleotide binding/ATPase protein (sugar)",AE007870.2,complement(1705064-1706167)
AAK88883.1,Atu4560,no name,polygalacturonase,AE007870.2,complement(1706167-1707528)
AAK88882.2,Atu4561,no name,conserved hypothetical protein,AE007870.2,complement(1707525-1708619)
AAK88881.1,Atu4562,no name,hypothetical protein,AE007870.2,complement(1708633-1711155)
AAK88880.2,Atu4564,no name,"ABC transporter, substrate binding protein (sugar)",AE007870.2,1711350-1712630
AAK88879.1,Atu4566,no name,serine protease,AE007870.2,1712863-1714845
AAK88878.2,Atu4567,no name,"transcriptional regulator, ROK family",AE007870.2,complement(1714939-1716087)
AAK88877.1,Atu4568,no name,"ABC transporter, substrate binding protein",AE007870.2,1716233-1717462
AAK88876.1,Atu4569,no name,"ABC transporter, nucleotide binding/ATPase protein",AE007870.2,1717549-1718589
AAK88875.2,Atu4570,no name,"ABC transporter, membrane spanning protein",AE007870.2,1718589-1719443
AAK88874.2,Atu4571,no name,"ABC transporter, membrane spanning protein",AE007870.2,1719443-1720306
AAK88873.2,Atu4572,no name,conserved hypothetical protein,AE007870.2,1720353-1721249
AAK88872.2,Atu4573,no name,inositol monophosphatase family protein,AE007870.2,1721246-1722031
AAK88871.1,Atu4574,no name,dehydrogenase,AE007870.2,complement(1722094-1722843)
AAK88870.1,Atu4575,no name,"transcriptional regulator, AraC family",AE007870.2,1722898-1723863
AAK88869.2,Atu4576,no name,"transcriptional regulator, ROK family",AE007870.2,complement(1723997-1725070)
AAK88868.2,Atu4577,no name,"ABC transporter, substrate binding protein",AE007870.2,1725414-1726406
AAK88867.2,Atu4578,no name,"ABC transporter, nucleotide binding/ATPase protein",AE007870.2,1726518-1727603
AAK88866.1,Atu4579,no name,"ABC transporter, membrane spanning protein",AE007870.2,1727600-1729285
AAK88865.1,Atu4580,no name,hypothetical protein,AE007870.2,1729367-1730323
AAK88864.2,Atu4581,no name,conserved hypothetical protein,AE007870.2,complement(1730514-1731044)
AAK88863.2,Atu4582,no name,ferredoxin,AE007870.2,complement(1731089-1731424)
AAK88862.2,Atu4583,sodBII,superoxide dismutase,AE007870.2,complement(1731529-1732128)
AAK88861.1,Atu4584,no name,"transcriptional regulator, TetR family",AE007870.2,complement(1732293-1732862)
AAK88860.1,Atu4585,no name,conserved hypothetical protein,AE007870.2,1732909-1733436
AAK88859.1,Atu4586,no name,choloylglycine hydrolase family protein,AE007870.2,complement(1733522-1734589)
AAK88858.2,Atu4587,no name,conserved hypothetical protein,AE007870.2,1734728-1735528
AAK88857.1,Atu4588,no name,sodium bile acid symporter family protein,AE007870.2,1735607-1736230
AAK88856.2,Atu4589,no name,probable transmembrane transport protein,AE007870.2,1736276-1736557
AAK88855.2,Atu4590,no name,putative oxidoreductase,AE007870.2,complement(1736606-1737652)
AAK88854.1,Atu4591,no name,"transcriptional regulator, LysR family",AE007870.2,1737812-1738717
AAK88853.2,Atu4592,no name,conserved hypothetical protein,AE007870.2,complement(1738816-1739610)
AAK88852.1,Atu4593,hpaG,"2-hydroxyhepta-2,4-diene-1, 7-dioate isomerase/5-carboxymethyl-2-oxo-hex-3-ene-1, 7-dioate decarboxylase",AE007870.2,complement(1739625-1740473)
AAK88851.1,Atu4594,no name,hypothetical protein,AE007870.2,complement(1740482-1741168)
AAK88850.2,Atu4595,no name,dehydrogenase,AE007870.2,complement(1741177-1741926)
AAK88849.1,Atu4596,no name,conserved hypothetical protein,AE007870.2,complement(1741987-1742976)
AAK88848.1,Atu4597,no name,"ABC transporter, membrane spanning protein",AE007870.2,complement(1743009-1743812)
AAK88847.1,Atu4598,no name,"ABC transporter, nucleotide binding/ATPase protein",AE007870.2,1743946-1744755
AAK88846.2,Atu4599,no name,"transcriptional regulator, IclR family",AE007870.2,1744870-1745640
AAK88845.1,Atu4600,no name,"ABC transporter, nucleotide binding/ATPase protein",AE007870.2,complement(1745721-1747484)
AAK88844.1,Atu4601,no name,IS426 transposase,AE007870.2,complement(1747960-1748787)
AAK88843.2,Atu4602,no name,IS426 transposase,AE007870.2,complement(1748784-1749173)
AAK88842.1,Atu4603,no name,IS3 family transposase,AE007870.2,1749248-1749556
AAK88841.1,Atu4604,no name,IS3 family transposase,AE007870.2,complement(1749572-1750501)
AAK88840.1,Atu4605,no name,IS3 family transposase,AE007870.2,complement(1750495-1750761)
AAK88839.2,Atu4606,no name,hypothetical protein,AE007870.2,complement(1751061-1752671)
AAK88838.1,Atu4607,nodX,sugar acetylase,AE007870.2,complement(1752982-1754100)
AAK88837.1,Atu4608,no name,conserved hypothetical protein,AE007870.2,complement(1754100-1755953)
AAK88836.1,Atu4609,no name,glycosyltransferase,AE007870.2,complement(1755953-1756873)
AAK88835.1,Atu4610,no name,sugar nucleotide epimerase/dehydratase,AE007870.2,complement(1756928-1758004)
AAL45405.1,Atu4611,tnp,transposase,AE007870.2,complement(1758309-1758584)
AAK88834.1,Atu4613,no name,glycosyltransferase,AE007870.2,complement(1758821-1761184)
AAK88833.1,Atu4614,wbbL,glycosyltransferase,AE007870.2,complement(1761339-1762220)
AAK88832.2,Atu4615,rfbA,glucose-1-phosphate thymidylyltransferase,AE007870.2,complement(1762307-1763173)
AAK88831.1,Atu4616,rfbD,dTDP-4-dehydrorhamnose reductase,AE007870.2,complement(1763170-1764063)
AAK88830.2,Atu4617,rffB,"dTDP-D-glucose-4,6-dehydratase",AE007870.2,complement(1764068-1765123)
AAK88829.1,Atu4618,rfbC,"dTDP-rhamnose-3,5-epimerase",AE007870.2,complement(1765126-1765695)
AAK88828.2,Atu4619,uvrD,ATP-dependent DNA helicase,AE007870.2,complement(1765840-1767906)
AAK88827.1,Atu4620,dppF,"ABC transporter, nucleotide binding/ATPase protein (dipeptide)",AE007870.2,complement(1768173-1768910)
AAK88826.2,Atu4621,dppD,"ABC transporter, nucleotide binding/ATPase protein (dipeptide)",AE007870.2,complement(1768907-1769752)
AAK88825.1,Atu4622,dppC,"ABC transporter, membrane spanning protein (dipeptide)",AE007870.2,complement(1769739-1770638)
AAK88824.1,Atu4623,dppB,"ABC transporter, membrane spanning protein (dipeptide)",AE007870.2,complement(1770635-1771663)
AAK88823.1,Atu4624,no name,"transcriptional regulator, GntR family",AE007870.2,1771870-1772583
AAK88822.1,Atu4625,uxuA,mannonate dehydratase,AE007870.2,1772650-1773630
AAK88821.2,Atu4626,no name,"ABC transporter, substrate binding protein (oligopeptide)",AE007870.2,1773708-1775294
AAK88820.2,Atu4627,no name,hypothetical protein,AE007870.2,1775884-1776690
AAK88818.2,Atu4628,no name,GGDEF family protein,AE007870.2,1776878-1779217
AAK88817.2,Atu4629,no name,oxidoreductase,AE007870.2,1779420-1780313
AAL45424.1,Atu4630,no name,hypothetical protein,AE007870.2,1780356-1780643
AAK88816.2,Atu4631,no name,conserved hypothetical protein,AE007870.2,1780640-1781473
AAK88815.1,Atu4632,no name,ATP-dependent DNA ligase,AE007870.2,1781477-1783792
AAK88814.1,Atu4633,pit*,phosphate permease (N-terminal),AE007870.2,complement(1783743-1784330)
AAK88813.1,Atu4634,no name,conserved hypothetical protein,AE007870.2,complement(1784330-1784974)
AAK88812.2,Atu4635,no name,conserved hypothetical protein,AE007870.2,1785088-1785627
AAK88811.1,Atu4636,no name,AcrB/AcrD/AcrF family protein,AE007870.2,complement(1785648-1788794)
AAK88810.2,Atu4637,nolF,nolF secretion protein,AE007870.2,complement(1788796-1789953)
AAK88809.1,Atu4638,no name,two component response regulator,AE007870.2,1790133-1790807
AAK88808.1,Atu4639,no name,two component sensor kinase,AE007870.2,1790804-1792138
AAK88807.2,Atu4640,no name,hypothetical protein,AE007870.2,1792174-1793121
AAK88806.1,Atu4641,oxyR,"transcriptional regulator, LysR family",AE007870.2,complement(1793183-1794091)
AAK88805.2,Atu4642,katA,catalase,AE007870.2,1794300-1796471
AAK88804.2,Atu4643,no name,hypothetical protein,AE007870.2,complement(1796568-1796744)
AAK88803.1,Atu4644,no name,"transcriptional regulator, AraC family",AE007870.2,complement(1796867-1797736)
AAK88802.1,Atu4645,vdh,vanillin: NAD oxidoreductase (Putative),AE007870.2,1797860-1799311
AAK88801.1,Atu4646,no name,"transcriptional regulator, LysR family",AE007870.2,complement(1799338-1800234)
AAK88800.2,Atu4647,no name,conserved hypothetical protein,AE007870.2,1800329-1801282
AAK88799.1,Atu4648,betC,choline sulfatase,AE007870.2,1801297-1802808
AAK88798.2,Atu4649,no name,carbohydrate kinase,AE007870.2,complement(1802824-1803717)
AAK88797.1,Atu4650,no name,"ABC transporter, nucleotide binding/ATPase protein (sugar)",AE007870.2,complement(1803714-1804754)
AAK88796.2,Atu4651,argH,argininosuccinate lyase,AE007870.2,complement(1804754-1806124)
AAK88795.1,Atu4652,no name,"ABC transporter, membrane spanning protein (sugar)",AE007870.2,complement(1806273-1807115)
AAK88794.1,Atu4653,no name,"ABC transporter, membrane spanning protein (sugar)",AE007870.2,complement(1807112-1808053)
AAK88793.1,Atu4654,no name,"ABC transporter, substrate binding protein (sugar)",AE007870.2,complement(1808071-1809336)
AAK88792.2,Atu4655,xylR,"transcriptional regulator, ROK family",AE007870.2,1809583-1810809
AAK88791.2,Atu4656,no name,conserved hypothetical protein,AE007870.2,1810829-1813231
AAK88790.1,Atu4657,no name,conserved hypothetical protein,AE007870.2,1813228-1814139
AAK88789.2,Atu4658,no name,hypothetical protein,AE007870.2,complement(1814149-1814682)
AAK88788.1,Atu4659,agpT,"transcriptional regulator, AraC family",AE007870.2,complement(1814687-1815574)
AAK88787.2,Atu4660,melA,alpha-galactosidase,AE007870.2,1815772-1817238
AAK88786.2,Atu4661,agpA,"ABC transporter, substrate binding protein (alpha-galactoside)",AE007870.2,1817343-1819430
AAK88785.1,Atu4662,no name,"ABC transporter, membrane spanning protein (oligopeptide )",AE007870.2,1819574-1820581
AAK88784.2,Atu4663,no name,"ABC transporter, membrane spanning protein (oligopeptide)",AE007870.2,1820583-1821719
AAK88783.2,Atu4664,no name,"ABC transporter, nucleotide binding/ATPase protein (oligopeptide)",AE007870.2,1821733-1823400
AAK88782.2,Atu4665,melA,alpha-galactosidase,AE007870.2,1823423-1824796
AAK88781.1,Atu4666,no name,HlyD family secretion protein,AE007870.2,1825088-1826152
AAK88780.2,Atu4667,no name,"ABC transporter, nucleotide binding/ATPase protein",AE007870.2,1826164-1828941
AAK88779.1,Atu4668,no name,"ABC transporter, membrane spanning protein",AE007870.2,1828938-1830056
AAK88778.2,Atu4669,no name,hypothetical protein,AE007870.2,1830326-1830793
AAL45464.1,Atu4670,no name,hypothetical protein,AE007870.2,complement(1831052-1831294)
AAK88777.2,Atu4671,no name,two component response regulator,AE007870.2,complement(1831642-1832085)
AAK88776.1,Atu4673,ftsZ1,cell division protein,AE007870.2,1832465-1833427
AAK88775.2,Atu4674,no name,"transcriptional regulator, GntR family",AE007870.2,1833717-1834415
AAK88774.1,Atu4675,dapA,dihydrodipicolinate synthase,AE007870.2,1834525-1835490
AAK88773.2,Atu4676,no name,putative malate dehydrogenase,AE007870.2,complement(1835558-1836595)
AAL45471.1,Atu4677,no name,hypothetical protein,AE007870.2,1836657-1836917
AAK88772.1,Atu4678,no name,"ABC transporter, substrate binding protein (amino acid)",AE007870.2,1836914-1837720
AAK88771.1,Atu4679,no name,"ABC transporter, membrane spanning protein (amino acid)",AE007870.2,1837793-1838458
